incident_id,category,sub_category,priority,created_at,resolved_at,assigned_group,description,user_department,resolution_time_hours,hora,dia_semana,es_fin_de_semana,priority_ord,cluster_kmeans,cluster_dbscan
INC-000497,Almacenamiento,Rendimiento,P1,2025-09-10 11:52:34,2025-09-10 16:55:32,Soporte en Sitio N1,Almacenamiento: Rendimiento. Prioridad P1. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística,5.049444444444444,11,2,0,1,1,18
INC-000498,Hardware,Laptop,P3,2025-10-10 01:14:34,2025-10-11 08:11:27,Service Desk N1,Hardware: Laptop. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas,30.948055555555555,1,4,0,3,2,16
INC-000499,Impresoras,Conectividad,P3,2025-09-02 23:06:34,2025-09-05 08:07:16,Soporte en Sitio N1,Impresoras: Conectividad. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing,57.01166666666666,23,1,0,3,8,13
INC-000500,Correo,Adjuntos,P3,2025-11-07 00:04:34,2025-11-08 21:44:13,Redes N2,Correo: Adjuntos. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas,45.660833333333336,0,4,0,3,3,31
INC-000501,Almacenamiento,Espacio lleno,P1,2025-11-24 06:03:34,2025-11-24 09:49:23,Redes N2,Almacenamiento: Espacio lleno. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes,3.763611111111111,6,0,0,1,7,30
INC-000502,Impresoras,Controlador,P3,2025-10-08 01:19:34,2025-10-10 12:28:20,Redes N2,Impresoras: Controlador. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI,59.14611111111111,1,2,0,3,8,26
INC-000503,Base de datos,Backup,P1,2026-01-19 08:41:34,2026-01-19 09:14:06,Redes N2,Base de datos: Backup. Prioridad P1. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,0.5422222222222223,8,0,0,1,6,20
INC-000504,Correo,Retraso,P3,2026-01-02 06:05:34,2026-01-04 02:31:26,Infraestructura N3,Correo: Retraso. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes,44.431111111111115,6,4,0,3,3,3
INC-000505,Aplicaciones,Tiempo de respuesta,P3,2025-11-30 02:43:34,2025-12-01 20:52:29,Seguridad N2,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones,42.14861111111111,2,6,1,3,4,23
INC-000506,Virtualización,Migración,P1,2025-11-14 06:36:34,2025-11-14 12:13:30,Service Desk N1,Virtualización: Migración. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes,5.615555555555556,6,4,0,1,0,9
INC-000507,Almacenamiento,RAID,P3,2025-10-23 01:03:34,2025-10-25 02:15:18,Base de Datos N2,Almacenamiento: RAID. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes,49.19555555555556,1,3,0,3,1,32
INC-000508,Seguridad,Phishing,P4,2025-08-29 11:32:34,2025-09-03 19:49:02,Service Desk N1,Seguridad: Phishing. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing,128.27444444444444,11,4,0,4,5,11
INC-000509,Virtualización,Host saturado,P4,2025-09-09 02:44:34,2025-09-11 14:43:00,Aplicaciones N2,Virtualización: Host saturado. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones,59.97388888888889,2,1,0,4,0,33
INC-000510,Correo,Retraso,P4,2026-01-09 12:53:34,2026-01-12 09:13:49,Service Desk N1,Correo: Retraso. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos,68.3375,12,4,0,4,3,3
INC-000511,Impresoras,Conectividad,P2,2025-10-14 08:22:34,2025-10-15 03:51:39,Redes N2,Impresoras: Conectividad. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones,19.48472222222222,8,1,0,2,8,13
INC-000512,Seguridad,Antivirus,P3,2026-01-06 02:55:34,2026-01-09 06:06:53,Base de Datos N2,Seguridad: Antivirus. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Base de Datos N2.,Operaciones,75.18861111111111,2,1,0,3,5,10
INC-000513,Almacenamiento,RAID,P3,2025-08-24 00:05:34,2025-08-25 05:02:07,Redes N2,Almacenamiento: RAID. Prioridad P3. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística,28.9425,0,6,1,3,1,32
INC-000514,Correo,Spam,P3,2025-08-15 05:00:34,2025-08-16 09:56:20,Service Desk N1,Correo: Spam. Prioridad P3. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística,28.929444444444446,5,4,0,3,3,25
INC-000515,Correo,Spam,P3,2025-11-04 23:03:34,2025-11-06 12:03:52,Base de Datos N2,Correo: Spam. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Base de Datos N2.,Operaciones,37.005,23,1,0,3,3,25
INC-000516,Hardware,Desktop,P2,2025-09-02 04:47:34,2025-09-02 21:52:28,Soporte en Sitio N1,Hardware: Desktop. Prioridad P2. Usuario de TI reporta problema. Atendido por Soporte en Sitio N1.,TI,17.081666666666667,4,1,0,2,2,29
INC-000517,Impresoras,Atasco,P3,2025-11-05 01:12:34,2025-11-06 15:21:31,Base de Datos N2,Impresoras: Atasco. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing,38.149166666666666,1,2,0,3,8,5
INC-000518,Impresoras,Controlador,P2,2026-01-05 10:58:34,2026-01-05 20:24:26,Base de Datos N2,Impresoras: Controlador. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Base de Datos N2.,Operaciones,9.431111111111111,10,0,0,2,8,26
INC-000519,Seguridad,Phishing,P1,2025-11-01 10:46:34,2025-11-01 17:07:59,Redes N2,Seguridad: Phishing. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes,6.356944444444444,10,5,1,1,5,11
INC-000520,Base de datos,Bloqueos,P3,2026-02-10 08:27:34,2026-02-13 05:07:42,Redes N2,Base de datos: Bloqueos. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,68.66888888888889,8,1,0,3,6,12
INC-000521,Red,Lentitud,P3,2026-01-25 08:08:34,2026-01-26 12:03:02,Base de Datos N2,Red: Lentitud. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos,27.907777777777778,8,6,1,3,7,17
INC-000522,Almacenamiento,Rendimiento,P3,2025-10-14 04:22:34,2025-10-16 06:22:20,Base de Datos N2,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas,49.99611111111111,4,1,0,3,1,18
INC-000523,Hardware,Laptop,P4,2025-08-17 03:15:34,2025-08-21 03:09:18,Base de Datos N2,Hardware: Laptop. Prioridad P4. Usuario de Logística reporta problema. Atendido por Base de Datos N2.,Logística,95.89555555555556,3,6,1,4,2,16
INC-000524,Correo,Sin acceso,P3,2025-09-11 10:02:34,2025-09-12 22:33:16,Base de Datos N2,Correo: Sin acceso. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing,36.51166666666666,10,3,0,3,3,1
INC-000525,Red,WiFi,P3,2025-09-26 05:33:34,2025-09-27 15:05:27,Infraestructura N3,Red: WiFi. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes,33.53138888888889,5,4,0,3,7,24
INC-000526,Impresoras,Conectividad,P2,2025-12-15 11:57:34,2025-12-15 21:14:14,Seguridad N2,Impresoras: Conectividad. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas,9.277777777777779,11,0,0,2,8,13
INC-000527,Correo,Spam,P3,2025-08-23 03:03:34,2025-08-23 16:35:54,Infraestructura N3,Correo: Spam. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas,13.53888888888889,3,5,1,3,3,25
INC-000528,Seguridad,Políticas,P3,2025-11-10 01:58:34,2025-11-11 16:52:35,Soporte en Sitio N1,Seguridad: Políticas. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas,38.90027777777778,1,0,0,3,5,4
INC-000529,Impresoras,Sin tinta,P3,2025-11-09 08:41:34,2025-11-10 21:43:04,Soporte en Sitio N1,Impresoras: Sin tinta. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas,37.025,8,6,1,3,8,19
INC-000530,Almacenamiento,Espacio lleno,P4,2026-01-17 05:12:34,2026-01-19 07:54:19,Seguridad N2,Almacenamiento: Espacio lleno. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones,50.69583333333333,5,5,1,4,7,30
INC-000531,Red,Caída de red,P3,2025-10-02 05:46:34,2025-10-04 00:28:05,Base de Datos N2,Red: Caída de red. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos,42.691944444444445,5,3,0,3,7,14
INC-000532,Virtualización,Host saturado,P3,2025-10-14 00:05:34,2025-10-16 12:47:51,Sistemas N2,Virtualización: Host saturado. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing,60.70472222222222,0,1,0,3,0,33
INC-000533,Impresoras,Controlador,P2,2025-11-14 23:29:34,2025-11-15 19:40:42,Redes N2,Impresoras: Controlador. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,20.185555555555556,23,4,0,2,8,26
INC-000534,Aplicaciones,Tiempo de respuesta,P3,2025-09-07 23:15:34,2025-09-09 23:44:10,Infraestructura N3,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Infraestructura N3.,Recursos Humanos,48.47666666666667,23,6,1,3,4,23
INC-000535,Hardware,Disco,P3,2025-09-13 03:52:34,2025-09-15 19:47:01,Soporte en Sitio N1,Hardware: Disco. Prioridad P3. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística,63.9075,3,5,1,3,2,7
INC-000536,Impresoras,Controlador,P4,2025-09-07 09:36:34,2025-09-10 02:58:08,Infraestructura N3,Impresoras: Controlador. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Infraestructura N3.,Marketing,65.35944444444445,9,6,1,4,8,26
INC-000537,Impresoras,Sin tinta,P4,2025-11-17 01:30:34,2025-11-21 09:31:36,Base de Datos N2,Impresoras: Sin tinta. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes,104.01722222222222,1,0,0,4,8,19
INC-000538,Red,VPN,P3,2025-10-21 02:55:34,2025-10-21 16:12:04,Infraestructura N3,Red: VPN. Prioridad P3. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística,13.275,2,1,0,3,7,27
INC-000539,Base de datos,Conexión,P2,2025-09-05 09:24:34,2025-09-05 20:16:08,Redes N2,Base de datos: Conexión. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas,10.859444444444444,9,4,0,2,6,2
INC-000540,Virtualización,Snapshots,P3,2025-11-22 12:35:34,2025-11-24 01:44:01,Aplicaciones N2,Virtualización: Snapshots. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Aplicaciones N2.,Ventas,37.14083333333333,12,5,1,3,0,28
INC-000541,Impresoras,Controlador,P2,2025-10-30 00:27:34,2025-10-30 11:00:24,Aplicaciones N2,Impresoras: Controlador. Prioridad P2. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística,10.547222222222222,0,3,0,2,8,26
INC-000542,Red,Lentitud,P3,2025-09-28 01:15:34,2025-09-29 08:44:55,Soporte en Sitio N1,Red: Lentitud. Prioridad P3. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística,31.489166666666666,1,6,1,3,7,17
INC-000543,Correo,Spam,P4,2025-09-04 09:29:34,2025-09-07 18:37:44,Service Desk N1,Correo: Spam. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes,81.1361111111111,9,3,0,4,3,25
INC-000544,Correo,Spam,P3,2025-09-01 00:26:34,2025-09-02 04:21:27,Sistemas N2,Correo: Spam. Prioridad P3. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI,27.914722222222224,0,0,0,3,3,25
INC-000545,Virtualización,Snapshots,P3,2025-12-26 07:00:34,2025-12-27 02:07:26,Base de Datos N2,Virtualización: Snapshots. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing,19.114444444444445,7,4,0,3,0,28
INC-000546,Red,WiFi,P2,2025-09-22 01:38:34,2025-09-22 02:08:34,Soporte en Sitio N1,Red: WiFi. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Soporte en Sitio N1.,Atención a Clientes,0.5,1,0,0,2,7,24
INC-000547,Aplicaciones,Login,P3,2025-12-30 04:58:34,2025-12-31 22:42:59,Soporte en Sitio N1,Aplicaciones: Login. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing,41.74027777777778,4,1,0,3,4,0
INC-000548,Impresoras,Conectividad,P3,2026-01-08 08:32:34,2026-01-09 05:11:19,Seguridad N2,Impresoras: Conectividad. Prioridad P3. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística,20.645833333333332,8,3,0,3,8,13
INC-000549,Red,Lentitud,P1,2025-09-20 08:40:34,2025-09-20 14:48:15,Sistemas N2,Red: Lentitud. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes,6.128055555555555,8,5,1,1,7,17
INC-000550,Impresoras,Atasco,P4,2026-02-07 02:05:34,2026-02-09 00:01:14,Seguridad N2,Impresoras: Atasco. Prioridad P4. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI,45.92777777777778,2,5,1,4,8,5
INC-000551,Almacenamiento,RAID,P3,2025-11-09 12:52:34,2025-11-11 04:32:01,Base de Datos N2,Almacenamiento: RAID. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Base de Datos N2.,Ventas,39.6575,12,6,1,3,1,32
INC-000552,Base de datos,Tiempos de consulta,P3,2026-02-09 09:08:34,2026-02-11 23:13:12,Sistemas N2,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística,62.077222222222225,9,0,0,3,6,22
INC-000553,Correo,Spam,P4,2025-11-05 03:48:34,2025-11-09 00:44:13,Sistemas N2,Correo: Spam. Prioridad P4. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística,92.9275,3,2,0,4,3,25
INC-000554,Impresoras,Atasco,P3,2025-10-08 12:28:34,2025-10-10 09:44:14,Aplicaciones N2,Impresoras: Atasco. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística,45.26111111111111,12,2,0,3,8,5
INC-000555,Almacenamiento,RAID,P4,2025-08-31 03:47:34,2025-09-03 01:59:00,Service Desk N1,Almacenamiento: RAID. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones,70.19055555555556,3,6,1,4,1,32
INC-000556,Virtualización,Snapshots,P2,2025-09-28 02:58:34,2025-09-28 17:46:54,Redes N2,Virtualización: Snapshots. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,14.805555555555555,2,6,1,2,0,28
INC-000557,Correo,Sin acceso,P3,2025-12-09 00:00:34,2025-12-09 18:45:41,Aplicaciones N2,Correo: Sin acceso. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Aplicaciones N2.,Ventas,18.751944444444444,0,1,0,3,3,1
INC-000558,Seguridad,Phishing,P3,2025-12-11 07:27:34,2025-12-13 21:51:17,Sistemas N2,Seguridad: Phishing. Prioridad P3. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI,62.39527777777778,7,3,0,3,5,11
INC-000559,Aplicaciones,Login,P3,2025-12-18 08:30:34,2025-12-19 17:13:47,Aplicaciones N2,Aplicaciones: Login. Prioridad P3. Usuario de TI reporta problema. Atendido por Aplicaciones N2.,TI,32.72027777777778,8,3,0,3,4,0
INC-000560,Hardware,Memoria,P3,2025-09-25 12:59:34,2025-09-28 07:30:31,Base de Datos N2,Hardware: Memoria. Prioridad P3. Usuario de TI reporta problema. Atendido por Base de Datos N2.,TI,66.51583333333333,12,3,0,3,9,15
INC-000561,Base de datos,Conexión,P3,2025-11-20 23:12:34,2025-11-23 17:33:06,Sistemas N2,Base de datos: Conexión. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas,66.34222222222222,23,3,0,3,6,2
INC-000562,Correo,Spam,P2,2025-10-22 09:28:34,2025-10-22 15:48:46,Aplicaciones N2,Correo: Spam. Prioridad P2. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos,6.336666666666667,9,2,0,2,3,25
INC-000563,Virtualización,VM caída,P2,2025-09-17 09:13:34,2025-09-18 03:12:35,Service Desk N1,Virtualización: VM caída. Prioridad P2. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística,17.98361111111111,9,2,0,2,0,21
INC-000564,Red,Lentitud,P3,2026-01-26 03:29:34,2026-01-27 08:03:11,Sistemas N2,Red: Lentitud. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing,28.560277777777777,3,0,0,3,7,17
INC-000565,Impresoras,Conectividad,P3,2025-10-09 06:21:34,2025-10-11 06:50:05,Infraestructura N3,Impresoras: Conectividad. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Infraestructura N3.,Marketing,48.47527777777778,6,3,0,3,8,13
INC-000566,Virtualización,Snapshots,P2,2025-12-23 09:55:34,2025-12-23 22:23:54,Soporte en Sitio N1,Virtualización: Snapshots. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas,12.472222222222221,9,1,0,2,0,28
INC-000567,Seguridad,Políticas,P3,2025-12-16 00:23:34,2025-12-17 08:40:38,Sistemas N2,Seguridad: Políticas. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas,32.284444444444446,0,1,0,3,5,4
INC-000568,Base de datos,Tiempos de consulta,P4,2026-01-29 10:59:34,2026-02-01 10:14:54,Sistemas N2,Base de datos: Tiempos de consulta. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing,71.25555555555556,10,3,0,4,6,22
INC-000569,Base de datos,Bloqueos,P3,2025-08-29 11:56:34,2025-08-30 16:07:16,Redes N2,Base de datos: Bloqueos. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Redes N2.,Recursos Humanos,28.178333333333335,11,4,0,3,6,12
INC-000570,Impresoras,Conectividad,P2,2026-01-29 06:20:34,2026-01-30 02:27:37,Redes N2,Impresoras: Conectividad. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,20.1175,6,3,0,2,8,13
INC-000571,Base de datos,Backup,P3,2025-08-24 08:47:34,2025-08-26 21:41:08,Seguridad N2,Base de datos: Backup. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes,60.89277777777778,8,6,1,3,6,20
INC-000572,Correo,Retraso,P3,2026-02-02 04:34:34,2026-02-03 05:52:01,Aplicaciones N2,Correo: Retraso. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística,25.29083333333333,4,0,0,3,3,3
INC-000573,Base de datos,Bloqueos,P3,2025-09-08 06:10:34,2025-09-10 13:44:32,Redes N2,Base de datos: Bloqueos. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Redes N2.,Marketing,55.56611111111111,6,0,0,3,6,12
INC-000574,Base de datos,Bloqueos,P3,2025-10-10 04:16:34,2025-10-12 06:31:31,Base de Datos N2,Base de datos: Bloqueos. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas,50.24916666666667,4,4,0,3,6,12
INC-000575,Base de datos,Backup,P3,2025-10-20 08:20:34,2025-10-22 23:48:14,Base de Datos N2,Base de datos: Backup. Prioridad P3. Usuario de TI reporta problema. Atendido por Base de Datos N2.,TI,63.46111111111111,8,0,0,3,6,20
INC-000576,Almacenamiento,Espacio lleno,P4,2026-01-24 08:39:34,2026-01-26 22:31:01,Infraestructura N3,Almacenamiento: Espacio lleno. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas,61.8575,8,5,1,4,7,30
INC-000577,Aplicaciones,Actualización,P3,2026-02-05 05:35:34,2026-02-06 19:26:21,Aplicaciones N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Aplicaciones N2.,Finanzas,37.84638888888889,5,3,0,3,4,6
INC-000578,Base de datos,Backup,P3,2025-09-19 02:23:34,2025-09-21 02:50:56,Service Desk N1,Base de datos: Backup. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones,48.45611111111111,2,4,0,3,6,20
INC-000579,Impresoras,Controlador,P3,2025-09-30 11:07:34,2025-10-02 13:36:06,Redes N2,Impresoras: Controlador. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI,50.47555555555556,11,1,0,3,8,26
INC-000580,Almacenamiento,RAID,P3,2026-01-23 23:02:34,2026-01-26 13:03:20,Redes N2,Almacenamiento: RAID. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI,62.01277777777778,23,4,0,3,1,32
INC-000581,Almacenamiento,RAID,P3,2026-01-09 11:12:34,2026-01-11 04:59:24,Aplicaciones N2,Almacenamiento: RAID. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones,41.78055555555556,11,4,0,3,1,32
INC-000582,Almacenamiento,Espacio lleno,P3,2026-01-24 05:27:34,2026-01-25 09:31:41,Redes N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes,28.06861111111111,5,5,1,3,7,30
INC-000583,Impresoras,Controlador,P2,2025-08-24 07:14:34,2025-08-25 04:39:08,Seguridad N2,Impresoras: Controlador. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas,21.409444444444443,7,6,1,2,8,26
INC-000584,Seguridad,Antivirus,P2,2025-08-19 09:02:34,2025-08-20 01:41:41,Base de Datos N2,Seguridad: Antivirus. Prioridad P2. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos,16.651944444444446,9,1,0,2,5,10
INC-000585,Correo,Spam,P3,2025-09-17 00:26:34,2025-09-17 23:06:25,Base de Datos N2,Correo: Spam. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing,22.664166666666667,0,2,0,3,3,25
INC-000586,Virtualización,Host saturado,P3,2025-08-26 03:20:34,2025-08-28 10:05:34,Redes N2,Virtualización: Host saturado. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas,54.75,3,1,0,3,0,33
INC-000587,Almacenamiento,RAID,P3,2025-11-10 06:24:34,2025-11-12 02:41:16,Seguridad N2,Almacenamiento: RAID. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones,44.278333333333336,6,0,0,3,1,32
INC-000588,Correo,Spam,P3,2025-10-12 02:48:34,2025-10-13 07:45:23,Seguridad N2,Correo: Spam. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas,28.946944444444444,2,6,1,3,3,25
INC-000589,Hardware,Desktop,P2,2025-09-15 04:47:34,2025-09-15 22:54:19,Service Desk N1,Hardware: Desktop. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones,18.1125,4,0,0,2,2,29
INC-000590,Red,WiFi,P3,2026-01-13 23:44:34,2026-01-14 22:41:15,Sistemas N2,Red: WiFi. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas,22.94472222222222,23,1,0,3,7,24
INC-000591,Aplicaciones,Login,P3,2025-11-29 06:26:34,2025-12-01 07:03:16,Service Desk N1,Aplicaciones: Login. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas,48.611666666666665,6,5,1,3,4,0
INC-000592,Aplicaciones,Tiempo de respuesta,P2,2025-10-06 10:45:34,2025-10-07 06:25:53,Infraestructura N3,Aplicaciones: Tiempo de respuesta. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones,19.671944444444446,10,0,0,2,4,23
INC-000593,Red,VPN,P3,2026-01-31 07:19:34,2026-02-01 10:25:50,Seguridad N2,Red: VPN. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas,27.104444444444443,7,5,1,3,7,27
INC-000594,Hardware,Memoria,P3,2025-10-26 00:52:34,2025-10-28 14:53:35,Soporte en Sitio N1,Hardware: Memoria. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas,62.01694444444445,0,6,1,3,9,15
INC-000595,Aplicaciones,Actualización,P3,2025-10-21 12:35:34,2025-10-22 22:25:21,Aplicaciones N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos,33.82972222222222,12,1,0,3,4,6
INC-000596,Correo,Retraso,P3,2025-09-24 23:37:34,2025-09-26 09:25:56,Seguridad N2,Correo: Retraso. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Seguridad N2.,Marketing,33.806111111111115,23,2,0,3,3,3
INC-000597,Almacenamiento,Rendimiento,P3,2025-10-13 23:02:34,2025-10-15 08:42:00,Infraestructura N3,Almacenamiento: Rendimiento. Prioridad P3. Usuario de TI reporta problema. Atendido por Infraestructura N3.,TI,33.657222222222224,23,0,0,3,1,18
INC-000598,Aplicaciones,Login,P2,2025-09-07 11:34:34,2025-09-07 20:32:39,Infraestructura N3,Aplicaciones: Login. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones,8.968055555555555,11,6,1,2,4,0
INC-000599,Aplicaciones,Login,P3,2025-12-09 03:18:34,2025-12-10 11:52:35,Sistemas N2,Aplicaciones: Login. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos,32.566944444444445,3,1,0,3,4,0
INC-000600,Almacenamiento,Espacio lleno,P2,2025-08-25 12:20:34,2025-08-26 12:55:45,Soporte en Sitio N1,Almacenamiento: Espacio lleno. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Soporte en Sitio N1.,Operaciones,24.586388888888887,12,0,0,2,7,30
INC-000601,Seguridad,Políticas,P4,2025-09-08 12:50:34,2025-09-13 13:21:16,Seguridad N2,Seguridad: Políticas. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas,120.51166666666667,12,0,0,4,5,4
INC-000602,Red,Caída de red,P3,2025-11-07 04:59:34,2025-11-07 19:43:13,Redes N2,Red: Caída de red. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones,14.7275,4,4,0,3,7,14
INC-000603,Almacenamiento,RAID,P3,2025-11-10 01:09:34,2025-11-11 19:51:08,Soporte en Sitio N1,Almacenamiento: RAID. Prioridad P3. Usuario de TI reporta problema. Atendido por Soporte en Sitio N1.,TI,42.69277777777778,1,0,0,3,1,32
